Key,Source,Context,English
FuriousRamsayBlackDecoyShockZombieLabRadiatedWandering,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieArleneRadiatedWandering,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieMoeRadiatedWandering,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieJanitorRadiatedWandering,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieJoeRadiatedWandering,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieFemaleFatRadiatedWandering,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieBoeRadiatedWandering,entityclasses,Entity,Radiated Zombie (Shock Immune)
FuriousRamsayBlackDecoyShockZombieWightRadiatedWandering,entityclasses,Entity,Radiated Zombie (Shock Immune)

FuriousRamsayBlackDecoySmokeZombieBoeWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieFemaleFatWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieJoeWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieJanitorWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieMoeWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieArleneWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieLabWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieDarleneWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieMarleneWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieYoWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieSteveWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieBusinessManWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieCheerleaderWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieSkateboarderWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieUtilityWorkerWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieNurseWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieStripperWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieSteveCrawlerWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieSpiderWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieFatHawaiianWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieBikerWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieSoldierWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieMaleHazmatWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieFarmerWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieOldTimerWandering,entityclasses,Entity,Zombie (Explosive Immune)

FuriousRamsayBlackDecoySmokeZombieFootballPlayerWandering,entityclasses,Entity,Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieNurseFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieBusinessManFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieSteveFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieYoFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieMarleneFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieDarleneFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieLabFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieArleneFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieMoeFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieJanitorFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieJoeFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieFemaleFatFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieBoeFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieStripperFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieFarmerFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieBikerFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieOldTimerFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieCheerleaderFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieSkateboarderFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieSoldierFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieUtilityWorkerFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieFatHawaiianFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieSpiderFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieSteveCrawlerFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieWightFeralWandering,entityclasses,Entity,Feral Zombie (Explosive Immune)

FuriousRamsayBlackDecoySmokeZombieBikerRadiatedWandering,entityclasses,Entity,Radiated Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieOldTimerRadiatedWandering,entityclasses,Entity,Radiated Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieCheerleaderRadiatedWandering,entityclasses,Entity,Radiated Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieSkateboarderRadiatedWandering,entityclasses,Entity,Radiated Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieSoldierRadiatedWandering,entityclasses,Entity,Radiated Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieSpiderRadiatedWandering,entityclasses,Entity,Radiated Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieSteveRadiatedWandering,entityclasses,Entity,Radiated Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieYoRadiatedWandering,entityclasses,Entity,Radiated Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieMarleneRadiatedWandering,entityclasses,Entity,Radiated Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieDarleneRadiatedWandering,entityclasses,Entity,Radiated Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieLabRadiatedWandering,entityclasses,Entity,Radiated Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieArleneRadiatedWandering,entityclasses,Entity,Radiated Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieMoeRadiatedWandering,entityclasses,Entity,Radiated Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieJanitorRadiatedWandering,entityclasses,Entity,Radiated Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieJoeRadiatedWandering,entityclasses,Entity,Radiated Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieFemaleFatRadiatedWandering,entityclasses,Entity,Radiated Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieBoeRadiatedWandering,entityclasses,Entity,Radiated Zombie (Explosive Immune)
FuriousRamsayBlackDecoySmokeZombieWightRadiatedWandering,entityclasses,Entity,Radiated Zombie (Explosive Immune)

FuriousRamsayBlackDecoyFireShockZombieBoeWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieFemaleFatWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieJoeWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieJanitorWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieMoeWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieArleneWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieLabWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieDarleneWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieMarleneWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieYoWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieSteveWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieBusinessManWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieCheerleaderWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieSkateboarderWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieUtilityWorkerWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieNurseWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieStripperWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieSteveCrawlerWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieSpiderWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieFatHawaiianWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieBikerWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieSoldierWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieMaleHazmatWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieFarmerWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieOldTimerWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)

FuriousRamsayBlackDecoyFireShockZombieFootballPlayerWandering,entityclasses,Entity,Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieNurseFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieBusinessManFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieSteveFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieYoFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieMarleneFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieDarleneFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieLabFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieArleneFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieMoeFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieJanitorFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieJoeFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieFemaleFatFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieBoeFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieStripperFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieFarmerFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieBikerFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieOldTimerFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieCheerleaderFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieSkateboarderFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieSoldierFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieUtilityWorkerFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieFatHawaiianFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieSpiderFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieSteveCrawlerFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieWightFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock Immune)

FuriousRamsayBlackDecoyFireShockZombieBikerRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieOldTimerRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieCheerleaderRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieSkateboarderRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieSoldierRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieSpiderRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieSteveRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieYoRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieMarleneRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieDarleneRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieLabRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieArleneRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieMoeRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieJanitorRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieJoeRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieFemaleFatRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieBoeRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock Immune)
FuriousRamsayBlackDecoyFireShockZombieWightRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock Immune)

FuriousRamsayBlackDecoyFireShockSmokeZombieBoeWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieFemaleFatWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieJoeWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieJanitorWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieMoeWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieArleneWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieLabWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieDarleneWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieMarleneWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieYoWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieSteveWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieBusinessManWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieCheerleaderWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieSkateboarderWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieUtilityWorkerWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieNurseWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieStripperWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieSteveCrawlerWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieSpiderWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieFatHawaiianWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieBikerWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieSoldierWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieMaleHazmatWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieFarmerWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieOldTimerWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)

FuriousRamsayBlackDecoyFireShockSmokeZombieFootballPlayerWandering,entityclasses,Entity,Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieNurseFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieBusinessManFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieSteveFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieYoFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieMarleneFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieDarleneFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieLabFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieArleneFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieMoeFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieJanitorFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieJoeFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieFemaleFatFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieBoeFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieStripperFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieFarmerFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieBikerFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieOldTimerFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieCheerleaderFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieSkateboarderFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieSoldierFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieUtilityWorkerFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieFatHawaiianFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieSpiderFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieSteveCrawlerFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieWightFeralWandering,entityclasses,Entity,Feral Zombie (Fire/Shock/Explosive Immune)

FuriousRamsayBlackDecoyFireShockSmokeZombieBikerRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieOldTimerRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieCheerleaderRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieSkateboarderRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieSoldierRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieSpiderRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieSteveRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieYoRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieMarleneRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieDarleneRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieLabRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieArleneRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieMoeRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieJanitorRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieJoeRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieFemaleFatRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieBoeRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock/Explosive Immune)
FuriousRamsayBlackDecoyFireShockSmokeZombieWightRadiatedWandering,entityclasses,Entity,Radiated Zombie (Fire/Shock/Explosive Immune)

FuriousRamsayUMABlackShieldBossTier1Wandering,entityclasses,Entity,Black Shield Bully
FuriousRamsayUMABlackShieldBossTier2Wandering,entityclasses,Entity,Black Shield Giant
FuriousRamsayUMABlackShieldBossTier3Wandering,entityclasses,Entity,Black Shield Mammoth
FuriousRamsayUMABlackShieldBossTier4Wandering,entityclasses,Entity,Black Shield Goliath
FuriousRamsayUMABlackShieldBossTier5Wandering,entityclasses,Entity,Black Shield Colossus

FuriousRamsayUMAAidenEnemyWandering,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAHodorEnemyWandering,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMARichieEnemyWandering,entityclasses,Entity,Black Shield Bandit
